rk,name,team,era,w,l,app,gs,sv,ip,h,r,er,bb,k,k_9,hr,whip,bf,wp,hbp,season,player_type,ip_raw,bb_9,hr_9,h_9,k_bb,k_pct,bb_pct,k_minus_bb_pct,gs_pct,league_era,league_fip_component,fip_constant,fip
57,B Bishop,RedPocket Mobiles,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
58,J Bishop,Missoula PaddleHeads,12.15,0,1,6,0,0,6.666666666666667,9,11,9,8,4,5.4,3,2.55,36,1,NA,2026,pitcher,6.2,10.799999999999999,4.05,12.149999999999999,0.5,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
59,Z Blaszak,Great Falls Voyagers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
61,N Blythe,Oakland Ballers,8.76,0,0,8,0,0,12.333333333333334,22,12,12,4,0,0,1,2.11,66,NA,3,2026,pitcher,12.1,2.918918918918919,0.7297297297297297,16.054054054054053,0,0,0.06060606060606061,-0.06060606060606061,0,7.535933959210101,2.4912593072191647,5.0446746519909365,7.801431408747693
62,L Boesen,Ogden Raptors,20.77,0,1,3,3,0,8.666666666666666,24,20,20,10,4,4.15,4,3.92,59,4,NA,2026,pitcher,8.2,10.384615384615385,4.153846153846154,24.923076923076923,0.4,0.06779661016949153,0.1694915254237288,-0.10169491525423728,1,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
64,K Bow,Long Beach Coast,12,0,0,2,2,0,6,8,9,8,10,7,10.5,1,3,36,NA,NA,2026,pitcher,6,15,1.5,12,0.7,0.19444444444444445,0.2777777777777778,-0.08333333333333334,1,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
65,K Bow,Idaho Falls Chukars,18.32,0,2,2,2,0,9.333333333333334,15,19,19,10,5,4.82,1,2.68,54,5,4,2026,pitcher,9.1,9.642857142857142,0.9642857142857142,14.464285714285714,0.5,0.09259259259259259,0.18518518518518517,-0.09259259259259259,1,7.535933959210101,2.4912593072191647,5.0446746519909365,9.866103223419508
66,C Bowen,Billings Mustangs,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
67,D Bower,Yuba-Sutter Freebirds,20.25,0,1,2,0,0,1.3333333333333333,1,4,3,5,2,13.5,NA,4.5,11,NA,NA,2026,pitcher,1.1,33.75,NA,6.75,0.4,0.18181818181818182,0.45454545454545453,-0.2727272727272727,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
68,J Boyd,Modesto Roadsters,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
69,C Brinson,Missoula PaddleHeads,12.6,2,0,9,0,0,10,22,15,14,7,7,6.3,NA,2.9,57,1,3,2026,pitcher,10,6.3,NA,19.8,1,0.12280701754385964,0.12280701754385964,0,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
70,R Brito,Idaho Falls Chukars,15.22,0,2,17,0,0,18.333333333333332,24,39,31,39,22,10.8,4,3.44,123,8,3,2026,pitcher,18.1,19.145454545454548,1.9636363636363638,11.781818181818183,0.5641025641025641,0.17886178861788618,0.3170731707317073,-0.13821138211382114,0,7.535933959210101,2.4912593072191647,5.0446746519909365,12.353765561081847
71,E Brown,Ogden Raptors,108,0,0,1,0,0,0.3333333333333333,1,4,4,4,0,0,NA,15,7,1,1,2026,pitcher,0.1,108,NA,27,0,0,0.5714285714285714,-0.5714285714285714,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
72,G Brown,Missoula PaddleHeads,10.8,1,0,3,0,0,6.666666666666667,13,8,8,5,3,4.05,2,2.7,37,NA,NA,2026,pitcher,6.2,6.75,2.6999999999999997,17.55,0.6,0.08108108108108109,0.13513513513513514,-0.05405405405405406,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
73,M Bryant,Idaho Falls Chukars,8.27,2,0,19,0,1,16.333333333333332,18,15,15,9,19,10.47,2,1.65,76,4,3,2026,pitcher,16.1,4.959183673469388,1.1020408163265307,9.918367346938776,2.111111111111111,0.25,0.11842105263157894,0.13157894736842107,0,7.535933959210101,2.4912593072191647,5.0446746519909365,6.514062407092977
74,C Bufford,Oakland Ballers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
77,N Burns II,Billings Mustangs,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
79,R Butz,Oakland Ballers,13.5,0,1,5,4,0,14.666666666666666,20,22,22,14,12,7.36,8,2.32,77,NA,NA,2026,pitcher,14.2,8.590909090909092,4.909090909090909,12.272727272727273,0.8571428571428571,0.15584415584415584,0.18181818181818182,-0.025974025974025983,0.8,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
80,J Byrd,Long Beach Coast,3.38,0,0,16,0,1,21.333333333333332,21,10,8,14,18,7.59,NA,1.64,98,NA,NA,2026,pitcher,21.1,5.90625,NA,8.859375,1.2857142857142858,0.1836734693877551,0.14285714285714285,0.04081632653061226,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
81,M Byrne,Glacier Range Riders,0,0,0,2,0,0,0.3333333333333333,NA,NA,NA,3,0,0,NA,9,5,NA,1,2026,pitcher,0.1,81,NA,NA,0,0,0.6,-0.6,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
82,S Cabeza,Great Falls Voyagers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
82,J Cabuyaban,RedPocket Mobiles,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
84,A Calhoun,Billings Mustangs,1.54,1,0,10,0,0,11.666666666666666,12,4,2,4,13,10.03,1,1.37,51,1,NA,2026,pitcher,11.2,3.085714285714286,0.7714285714285715,9.257142857142858,3.25,0.2549019607843137,0.0784313725490196,0.1764705882352941,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
86,R Camacho,Idaho Falls Chukars,15,0,0,2,0,0,3,5,5,5,6,3,9,1,3.67,21,1,2,2026,pitcher,3,18,3,15,0.5,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0,7.535933959210101,2.4912593072191647,5.0446746519909365,15.37800798532427
87,C Campbell,Boise Hawks,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
89,B Cannon,Modesto Roadsters,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
89,S Canton,Idaho Falls Chukars,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
89,B Capps,Glacier Range Riders,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
92,J Carbone,Great Falls Voyagers,22.5,0,0,2,0,0,2,5,8,5,5,2,9,1,5,18,3,NA,2026,pitcher,2,22.5,4.5,22.5,0.4,0.1111111111111111,0.2777777777777778,-0.16666666666666669,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
93,A Cardenas,RedPocket Mobiles,27,0,1,2,0,0,1,3,9,3,3,1,9,NA,6,12,NA,2,2026,pitcher,1,27,NA,27,0.3333333333333333,0.08333333333333333,0.25,-0.16666666666666669,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
94,N Cardinal,Great Falls Voyagers,5.14,1,0,13,0,2,14,10,8,8,10,14,9,NA,1.43,63,5,1,2026,pitcher,14,6.428571428571429,NA,6.428571428571429,1.4,0.2222222222222222,0.15873015873015872,0.06349206349206349,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
95,N Cardinal,Modesto Roadsters,9.49,1,2,13,0,2,12.333333333333334,13,13,13,7,10,7.3,3,1.62,56,NA,NA,2026,pitcher,12.1,5.108108108108108,2.189189189189189,9.486486486486486,1.4285714285714286,0.17857142857142858,0.125,0.053571428571428575,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
96,K Carlson,Yuba-Sutter Freebirds,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
97,S Cash,Glacier Range Riders,11.25,0,0,2,1,0,4,10,7,5,5,4,9,1,3.75,26,NA,NA,2026,pitcher,4,11.25,2.25,22.5,0.8,0.15384615384615385,0.19230769230769232,-0.038461538461538464,0.5,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
98,X Casserilla,Missoula PaddleHeads,0,0,0,1,0,0,1,1,NA,NA,1,1,9,NA,2,4,1,NA,2026,pitcher,1,9,NA,9,1,0.25,0.25,0,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
99,C Castaneda,Yuba-Sutter Freebirds,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
101,W Castillo,Idaho Falls Chukars,9.72,0,0,2,2,0,8.333333333333334,11,10,9,5,9,9.72,3,1.92,46,1,5,2026,pitcher,8.1,5.3999999999999995,3.2399999999999998,11.879999999999999,1.8,0.1956521739130435,0.10869565217391304,0.08695652173913045,1,7.535933959210101,2.4912593072191647,5.0446746519909365,11.164674651990936
102,B Cermenelli,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
103,J Cervantes,RedPocket Mobiles,7.11,0,1,3,0,0,6.333333333333333,6,5,5,5,2,2.84,NA,1.74,30,NA,1,2026,pitcher,6.1,7.105263157894737,NA,8.526315789473685,0.4,0.06666666666666667,0.16666666666666666,-0.09999999999999999,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
104,Z Chamizo,Yuba-Sutter Freebirds,15,0,0,3,0,0,3,7,5,5,2,0,0,NA,3,18,NA,NA,2026,pitcher,3,6,NA,21,0,0,0.1111111111111111,-0.1111111111111111,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
105,D Charron,Glacier Range Riders,8.22,1,0,3,1,0,7.666666666666667,13,7,7,4,2,2.35,NA,2.22,36,NA,1,2026,pitcher,7.2,4.695652173913043,NA,15.26086956521739,0.5,0.05555555555555555,0.1111111111111111,-0.05555555555555555,0.3333333333333333,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
107,B Chavez,Glacier Range Riders,12,0,0,3,0,0,3,6,4,4,2,5,15,1,2.67,17,1,NA,2026,pitcher,3,6,3,18,2.5,0.29411764705882354,0.11764705882352941,0.17647058823529413,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
108,B Chavez,Oakland Ballers,6.1,0,0,14,0,0,20.666666666666668,29,15,14,11,20,8.71,4,1.94,103,2,5,2026,pitcher,20.2,4.790322580645161,1.7419354838709677,12.629032258064516,1.8181818181818181,0.1941747572815534,0.10679611650485436,0.08737864077669903,0,7.535933959210101,2.4912593072191647,5.0446746519909365,7.9479004584425486
109,J Chavez,RedPocket Mobiles,27,0,0,1,0,0,1,2,3,3,1,1,9,1,3,6,NA,NA,2026,pitcher,1,9,9,18,1,0.16666666666666666,0.16666666666666666,0,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
110,D Cheeley,Missoula PaddleHeads,8.71,0,0,9,0,2,10.333333333333334,16,14,10,12,7,6.1,2,2.71,57,2,NA,2026,pitcher,10.1,10.451612903225806,1.7419354838709677,13.935483870967742,0.5833333333333334,0.12280701754385964,0.21052631578947367,-0.08771929824561403,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
111,B Choi,Modesto Roadsters,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
114,D Clarke,Oakland Ballers,11.25,0,1,3,0,0,4,9,9,5,2,3,6.75,3,2.75,23,NA,NA,2026,pitcher,4,4.5,6.75,20.25,1.5,0.13043478260869565,0.08695652173913043,0.043478260869565216,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
115,"R Clayton, Jr.",RedPocket Mobiles,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
115,T Cobb,Oakland Ballers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
115,S Coffman,Long Beach Coast,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
115,A Collins,Glacier Range Riders,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
120,T Collins,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
120,J Collura,Oakland Ballers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
122,S Colon,Idaho Falls Chukars,38.57,0,1,2,1,0,2.3333333333333335,5,10,10,5,1,3.86,1,4.29,17,NA,NA,2026,pitcher,2.1,19.285714285714285,3.8571428571428568,19.285714285714285,0.2,0.058823529411764705,0.29411764705882354,-0.23529411764705882,0.5,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
123,C Colyer,Idaho Falls Chukars,9.14,1,1,20,0,0,21.666666666666668,39,25,22,18,30,12.46,3,2.63,121,2,NA,2026,pitcher,21.2,7.476923076923076,1.2461538461538462,16.2,1.6666666666666667,0.24793388429752067,0.1487603305785124,0.09917355371900827,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
125,S Cooper,RedPocket Mobiles,63,0,0,3,0,0,1,2,7,7,6,0,0,NA,8,11,NA,NA,2026,pitcher,1,54,NA,18,0,0,0.5454545454545454,-0.5454545454545454,0,7.535933959210101,2.4912593072191647,5.0446746519909365,NA
